0.044191,,,Ts_current=0.001 (Timer1)
0.023426,,,Ts_speed=0.01(Timer4)
0.033247,,,F cua driver =1000 Hz(Timer1)
0.029959,,,Kp=0.38833335
0.028605,,,Ti=0.000582500012
0.027343,,,D=0.858369112
0.022358,,,Ka=2.5751071
0.022653,,,I_sp=0.03A
0.02621,,,
0.019159,,,
0.024944,,,
0.033517,,,
0.020633,,,
0.027076,,,
0.030761,,,
0.029182,,,
0.028938,,,
0.0272,,,
0.027945,,,
0.024863,,,
0.025263,,,
0.040748,,,
0.038717,,,
0.027614,,,
0.025005,,,
0.029807,,,
0.026828,,,
0.029026,,,
0.037294,,,
0.031908,,,
0.045268,,,
0.0377,,,
0.015156,,,
0.021134,,,
0.028703,,,
0.028222,,,
0.026586,,,
0.034655,,,
0.030276,,,
0.032153,,,
0.037795,,,
0.036298,,,
0.034177,,,
0.032323,,,
0.029434,,,
0.026067,,,
0.017379,,,
0.022023,,,
0.034769,,,
0.028385,,,
0.032042,,,
0.034159,,,
0.039698,,,
0.038245,,,
0.027816,,,
0.029523,,,
0.024187,,,
0.021869,,,
0.025625,,,
0.020331,,,
0.018916,,,
0.02597,,,
0.021105,,,
0.035162,,,
0.04111,,,
0.023825,,,
0.031233,,,
0.028979,,,
0.027182,,,
0.028874,,,
0.018939,,,
0.02596,,,
0.037687,,,
0.033582,,,
0.036262,,,
0.034192,,,
0.030474,,,
0.0247,,,
0.020728,,,
0.030719,,,
0.031042,,,
0.031824,,,
0.029647,,,
0.033343,,,
0.038206,,,
0.044411,,,
0.036226,,,
0.021314,,,
0.035073,,,
0.026413,,,
0.024598,,,
0.027218,,,
0.028858,,,
0.034602,,,
0.030299,,,
0.031222,,,
0.042799,,,
0.03047,,,
0.027465,,,
0.034279,,,
0.019386,,,
0.02761,,,
0.0379,,,
0.025201,,,
0.013145,,,
0.030285,,,
0.026623,,,
0.03556,,,
0.029888,,,
0.018504,,,
0.03904,,,
0.028397,,,
0.023748,,,
0.029424,,,
0.031597,,,
0.032508,,,
0.033038,,,
0.033732,,,
0.039882,,,
0.037246,,,
0.024561,,,
0.028155,,,
0.035825,,,
0.03438,,,
0.028552,,,
0.03105,,,
0.0309,,,
0.037411,,,
0.030016,,,
0.032264,,,
0.034064,,,
0.022241,,,
0.027308,,,
0.02882,,,
0.029093,,,
0.026213,,,
0.029289,,,
0.024287,,,
0.031957,,,
0.031432,,,
0.031657,,,
0.037087,,,
0.023708,,,
0.033126,,,
0.033694,,,
0.031609,,,
0.034345,,,
0.035014,,,
0.029201,,,
0.036297,,,
0.03694,,,
0.021929,,,
0.025599,,,
0.021263,,,
0.026805,,,
0.032719,,,
0.024659,,,
0.030876,,,
0.030054,,,
0.018433,,,
0.031702,,,
0.034304,,,
0.023979,,,
0.031167,,,
0.031771,,,
0.025065,,,
0.026097,,,
0.016445,,,
0.017819,,,
0.03565,,,
0.032613,,,
0.03944,,,
0.036514,,,
0.025795,,,
0.03131,,,
0.028947,,,
0.024434,,,
0.029131,,,
0.040012,,,
0.030743,,,
0.031952,,,
0.033276,,,
0.031788,,,
0.034268,,,
0.035968,,,
0.038923,,,
0.030289,,,
0.030305,,,
0.030298,,,
0.035827,,,
0.032537,,,
0.031184,,,
0.043737,,,
0.038357,,,
0.030532,,,
0.023755,,,
0.025738,,,
0.031335,,,
0.028936,,,
0.024438,,,
0.027287,,,
0.027908,,,
0.029484,,,
0.029729,,,
0.037913,,,
0.033485,,,
0.028015,,,
0.030359,,,
0.020144,,,
0.028206,,,
0.032119,,,
0.0286,,,
0.024582,,,
0.026304,,,
0.024645,,,
0.027198,,,
0.028867,,,
0.031836,,,
0.025037,,,
0.028872,,,
0.032755,,,
0.023723,,,
0.027594,,,
0.025014,,,
0.02704,,,
0.028014,,,
0.019308,,,
0.022118,,,
0.034728,,,
0.030245,,,
0.037692,,,
0.033579,,,
0.025211,,,
0.033403,,,
0.028971,,,
0.042843,,,
0.03874,,,
0.024842,,,
0.039087,,,
0.038508,,,
0.032309,,,
0.040492,,,
0.03238,,,
0.02112,,,
0.036077,,,
0.029667,,,
0.021362,,,
0.027684,,,
0.031422,,,
0.032583,,,
0.033927,,,
0.029667,,,
0.032414,,,
0.034,,,
0.025031,,,
0.029796,,,
0.027754,,,
0.030471,,,
0.025622,,,
0.028621,,,
0.031941,,,
0.029597,,,
0.031523,,,
0.041749,,,
0.038288,,,
0.022272,,,
0.026373,,,
0.034746,,,
0.027474,,,
0.02046,,,
0.029913,,,
0.03415,,,
0.036018,,,
0.030613,,,
0.024641,,,
0.024437,,,
0.023603,,,
0.030408,,,
0.02657,,,
0.015321,,,
0.021063,,,
0.027812,,,
0.033209,,,
0.03458,,,
0.039518,,,
0.042007,,,
0.032651,,,
0.027451,,,
0.026917,,,
0.028988,,,
0.030863,,,
0.023612,,,
0.025799,,,
0.028546,,,
0.033815,,,
0.032478,,,
0.030288,,,
0.037674,,,
0.031745,,,
0.034286,,,
0.028592,,,
0.018139,,,
0.028145,,,
0.030303,,,
0.028457,,,
0.042142,,,
0.021541,,,
0.012872,,,
0.032244,,,
0.031309,,,
0.026184,,,
0.022855,,,
0.028886,,,
0.029985,,,
0.030435,,,
0.033005,,,
0.031904,,,
0.030534,,,
0.045857,,,
0.041132,,,
0.024737,,,
0.029922,,,
0.021253,,,
0.022205,,,
0.031928,,,
0.031445,,,
0.027968,,,
0.035905,,,
0.02974,,,
0.029619,,,
0.042565,,,
0.036096,,,
0.033343,,,
0.026234,,,
0.030201,,,
0.032185,,,
0.028572,,,
0.033804,,,
0.034325,,,
0.028576,,,
0.032882,,,
0.032878,,,
0.025512,,,
0.028669,,,
0.024553,,,
0.023554,,,
0.036876,,,
0.033929,,,
0.029666,,,
0.030572,,,
0.023737,,,
0.026666,,,
0.027253,,,
0.025159,,,
0.025136,,,
0.035277,,,
0.03001,,,
0.032267,,,
0.028537,,,
0.020005,,,
0.03195,,,
0.031435,,,
0.023367,,,
0.025904,,,
0.020212,,,
0.023572,,,
0.02029,,,
0.022618,,,
0.032672,,,
0.027442,,,
0.019553,,,
0.024776,,,
0.037273,,,
0.038364,,,
0.038817,,,
0.025729,,,
0.018445,,,
0.020646,,,
0.022465,,,
0.028132,,,
0.033992,,,
0.031481,,,
0.034399,,,
0.034991,,,
0.047631,,,
0.045898,,,
0.033747,,,
0.031586,,,
0.027907,,,
0.032247,,,
0.020256,,,
0.024474,,,
0.038323,,,
0.031467,,,
0.024275,,,
0.034725,,,
0.027483,,,
0.02414,,,
0.034783,,,
0.025617,,,
0.028624,,,
0.032861,,,
0.031966,,,
0.028666,,,
0.031001,,,
0.03,,,
0.039639,,,
0.031824,,,
0.025964,,,
0.030317,,,
0.032135,,,
0.041487,,,
0.031953,,,
0.022224,,,
0.024552,,,
0.035527,,,
0.032665,,,
0.024682,,,
0.028103,,,
0.022032,,,
0.024634,,,
0.03365,,,
0.039917,,,
0.035389,,,
0.027199,,,
0.029788,,,
0.03973,,,
0.039153,,,
0.032953,,,
0.036531,,,
0.034998,,,
0.036576,,,
0.023927,,,
0.021059,,,
0.025051,,,
0.030708,,,
0.036573,,,
0.040506,,,
0.036978,,,
0.027438,,,
0.027843,,,
0.023986,,,
0.02656,,,
0.024536,,,
0.016193,,,
0.023452,,,
0.02863,,,
0.031016,,,
0.048413,,,
0.034511,,,
0.018365,,,
0.027127,,,
0.023372,,,
0.035112,,,
0.01995,,,
0.010791,,,
0.030373,,,
0.037637,,,
0.042813,,,
0.044279,,,
0.036283,,,
0.023132,,,
0.032452,,,
0.037667,,,
0.035432,,,
0.029022,,,
0.027164,,,
0.030723,,,
0.030119,,,
0.039588,,,
0.038293,,,
0.030559,,,
0.02098,,,
0.021401,,,
0.023984,,,
0.026561,,,
0.031903,,,
0.034218,,,
0.030463,,,
0.038519,,,
0.039672,,,
0.0226,,,
0.029917,,,
0.020334,,,
0.026283,,,
0.031101,,,
0.028115,,,
0.029395,,,
0.027004,,,
0.031713,,,
0.035221,,,
0.031876,,,
0.031467,,,
0.034405,,,
0.021173,,,
0.025002,,,
0.027045,,,
